strong	lemma	description_en	description_ja
2610	καταγωνίζομαι	1   *† κατ-αγωνίζομαι, depon., "perfective" compound (M, Pr., 116);     to struggle against.     to conquer, overcome: He 11:33.†	【語義】告げ知らせる、宣べ伝える（< 語源）。【新約用例】（acc. rei）：使 3:24、16:21、17:23；τ. ἀνάστασιν：使 4:2；τ. λόγον τοῦ Θ.：使 13:5、15:36；ὁδὸν σωτηρίας：使 16:17；φῶς：使 26:23；τ. μυστήριον τοῦ Θ.：コリ一 2:1；τ. εὐαγγέλιον：コリ一 9:14；τ. θάνατον τοῦ Κ.：コリ一 11:26；受動：使 13:38、17:13、ロマ 1:8；（acc. pers.、キリストについて）：使 17:3、コロ 1:28、ピリ 1:17；受動：ピリ 1:18。
2611	καταδέω	1   κατα-δέω, -ῶ,    [in LXX for חבשׁ, etc.;]    to bind up: τ. τραύματα (cf. Si 27:21), Lk 10:34.†	【語義】嘲笑する、あざ笑う（< 語源）。【七十人訳】主に שָׂחַק に対応。【新約用例】（gen. pers.）：マタ 9:24、マコ 5:40、ルカ 8:53。
2612	κατάδηλος	1   * κατά-δηλος, -ον    (δὴλος),    quite manifest, evident: He 7:15.†	【語義】責める、咎める（< κατά＋γινώσκω）。【新約用例】（gen. pers.）：ヨハ一 3:20、21；受動：κατεγνωσμένος ἦν「咎められるところがあった」：ガラ 2:11。
2613	καταδικάζω	5   κατα-δικάζω,    [in LXX: Ps 93 (94):21 (רשׁע hi.), La 3:36 (עות pi.), Wi 2:20, al.;]      to pass sentence upon, condemn; in cl., c. gen. pers. (acc. rei); in late writers (so LXX), c. acc. pers. (θανάτῳ, Wi 2:20): Mt 12:7, Ja 5:6; absol. (as Plat., Legg., 958c), Lk 6:37; pass., Mt 12:37, Lk 6:37.†	【語義】折る、砕く（< 語源）。【新約用例】（acc. rei）：マタ 12:20（引用）、ヨハ 19:31–33。
2614	καταδιώκω	1   κατα-διώκω,    [in LXX chiefly for רדף;]      "perfective" compound (M, Pr., 116), to pursue closely, follow up;     with hostile intent (Thuc., i, 49, Ge 31:36 al.);     with kindly intention (Ps 22 (23):6, I Ki 30:22, cf. Si 27:17): Mk 1:36.†	【語義】下に連れて行く（< 語源）。【新約用例】（acc. pers.）：使 22:30、ロマ 10:6；（εἰς）：使 9:30、23:15、20、28；航海用語として「（船を）陸に着ける」：τ. πλοῖον ἐπὶ τ. γῆν：ルカ 5:11；受動（εἰς）：使 27:3、28:12。
2615	καταδουλόω	2   κατα-δουλόω, -ῶ,    [in LXX chiefly for עבד;]    to enslave: II Co 11:20, Ga 2:4.†	【語義】（原義）対抗して戦う；（新約での意味）打ち勝つ、征服する（< 語源）。【新約用例】ヘブ 11:33。
2616	καταδυναστεύω	2   κατα-δυναστεύω,    [in LXX for ינה, עשׁק, etc.;]    to exercise power over, oppress: c. acc. pers. (Xen.; LXX, Mi 2:2, Wi 2:10, al.); c. gen. pers., Ja 2:6 (ὑμᾶς, T); pass., Ac 10:38 (cf. MM, Exp., xv).†	【語義】包帯する、巻く（< 語源）。【新約用例】τ. τραύματα「傷を包帯する」：ルカ 10:34。
2653	καταθεματίζω	1   *† κατα-θεματίζω,     to curse vehemently: Mt 26:74 (cf. ἀναθεμ-).†	【語義】はっきりと明白な（< δῆλος）。【新約用例】ヘブ 7:15。
2617	καταισχύνω	13   κατ-αισχύνω,    [in LXX chiefly for בּוֹשׁ;]    to disgrace, dishonour, put to shame: c. acc. rei, I Co 11:4, 5; c. acc. pers., I Co 1:27 11:22; pass., to be ashamed: Lk 13:17, II Co 7:14 9:4, I Pe 3:16; as in LXX (Ps 21 (22):6 24 (25):2, 3, al.), of unfulfilled hopes: Ro 5:5; pass., Ro 9:33 10:11, I Pe 2:6(LXX).†	【語義】追跡する、追い求める（強意の複合語；< κατά＋διώκω）。【用法】①敵対的な意味：追い詰める；②親愛の意味：マコ 1:36（弟子たちがイエスを「捜し求めて」）。
2618	κατακαίω	12   κατα-καίω,    [in LXX chiefly for שׂרף; in Ex 3:2 (אכל pu.), distinguished from καίω;]    to burn up, burn completely: c. acc. rei, Mt 13:30, Ac 19:19; pass., I Co 3:15, He 13:11, II Pe 3:10, Re 8:7; seq. πυρί, Mt 3:12 13:40, Lk 3:17 (cf. Ex 29:14, al.); ἐν πυρί (De 9:21, al.): Re 17:16 18:8.†	【語義】奴隷にする（< κατά＋δουλόω）。【新約用例】コリ二 11:20、ガラ 2:4。
2619	κατακαλύπτω	3 κατα-καλύπτω,    [in LXX chiefly for כּסה pi.;]    to cover up; mid., to cover or veil oneself: I Co 11:6; τ. κεφαλήν, I Co 11:7.†	【語義】力を行使する、抑圧する（< 語源）。【新約用例】（gen. pers.）：ヤコ 2:6；受動：使 10:38。
2620	κατακαυχάομαι	4   † κατα-καυχάομαι, -ῶμαι,    [in LXX: Za 10:12 (הלךְ hith.), Je 27 (50):11 (עלז), Je 27 (50):38 (הלל)*;]      to boast against, exult over: c. gen., Ro 11:18, Ja 2:13; seq. κατά, c. gen., Ja 3:14 (T, om. κατά).   seq. ἐν, to glory in (Za 10:12, Je 27:38).†	【語義】激しくのろう（< κατά＋θεματίζω；ἀναθεματίζω と比較）。【新約用例】マタ 26:74。
2621	κατάκειμαι	12   κατά-κειμαι,    [in LXX: Pr 6:9 23:34 (שׁכב), Jth 13:15, Wi 17:7*;]      to lie down.     to lie sick: Mk 1:30 2:4, Jo 5:6, Ac 28:8; seq. ἐπί c. gen., Ac 9:33; id. c. acc., Lk 5:25; ἐν, Jo 5:3.     to recline at meals (cf. ἀνάκειμαι): Mk 14:3, Lk 5:29; seq. ἐν, Mk 2:15, Lk 7:37, I Co 8:10.†	【語義】恥をかかせる、辱める（< 語源）。【七十人訳】主に בּוֹשׁ に対応。【用法】①（acc. rei／pers.）：コリ一 11:4、5、1:27、11:22；②受動「恥を受ける」：ルカ 13:17、コリ二 7:14、9:4、ペテ一 3:16；満たされなかった望みについて（詩 22:6、25:2、3 を背景に）：ロマ 5:5；受動：ロマ 9:33、10:11、ペテ一 2:6（引用）。
2622	κατακλάω	2   κατα-κλάω, -ῶ,    [in LXX: Ez 19:12 (נתשׁ hoph.)*;]    to break up, break in pieces: Mk 6:41, Lk 9:16.†	【語義】完全に焼く、焼き尽くす（< 語源）。【七十人訳】主に שָׂרַף に対応。【新約用例】（acc. rei）：マタ 13:30、使 19:19；受動：コリ一 3:15、ヘブ 13:11、ペテ二 3:10、黙 8:7；（πυρί／ἐν πυρί）：マタ 3:12、13:40、ルカ 3:17、黙 17:16、18:8。
2623	κατακλείω	2   κατα-κλείω,    [in LXX: Je 39 (32):3 (כּלא), Wi 17:2, 16, II Mac 13:21, III Mac 3:25*;]    to shut up:. c. acc. pers., seq. ἐν φυλακῇ (-αῖς), Lk 3:20, Ac 26:10.†	【語義】覆う；中間態「自分の頭を覆う、ベールをかぶる」（< 語源）。【新約用例】コリ一 11:6；τ. κεφαλήν：コリ一 11:7。
2624	κατακληρονομέω	1 (KJV) † κατα-κληρονομέω, -ῶ,    [in LXX for נחל, ירשׁ, etc.;]      to distribute by lot or as an inheritance (Nu 34:18, Jos 14:1, al.): Ac 13:19.     to receive by inheritance (De 1:38, al.).†	【語義】誇り高ぶる、勝ち誇る（< 語源）。【用法】①（gen.）「〜に対して誇る」：ロマ 11:18、ヤコ 2:13；（κατά＋gen.）：ヤコ 3:14；②（ἐν）「〜を誇りとする」（ゼカ 10:12 を背景に）。
2625	κατακλίνω	5   κατα-κλίνω,    [in LXX: Ex 21:18 (נפל), Nu 24:9, Jg 5:27, (כּרע), I Ki 16:11 (סבב), Jth 12:15, III Mac 1:3*;]    to lay down, make to lie down, esp. for meals: c. acc. pers., Lk 9:14, 15; mid., to recline at meals: Lk 7:36 24:30; seq. εἰς, Lk 14:8 (cf. Jth 12:15).†	【語義】（原義）横たわる（< 語源）。【用法】①「病で床に就く」：マコ 1:30、2:4、ヨハ 5:6、使 28:8；（ἐπί）：使 9:33、ルカ 5:25；（ἐν）：ヨハ 5:3；②「食卓に着く」（ἀνάκειμαι と比較）：マコ 14:3、ルカ 5:29；（ἐν）：マコ 2:15、ルカ 7:37、コリ一 8:10。
2626	κατακλύζω	1   κατα-κλύζω,    [in LXX for שׁטף, Ps 77 (78):20, al.;]    to inundate, deluge: pass., II Pe 3:6.†	【語義】砕く、割る（< 語源）。【新約用例】マコ 6:41、ルカ 9:16。
2627	κατακλυσμός	4   κατα-κλυσμός, -οῦ, ὁ    (< κατακλύζω),   [in LXX chiefly for מַבּוּל, Ge 6:17, al.; also for שֶׁטֶף, Ps 31 (32):6, al.;]    a flood, deluge: Mt 24:38, 39, Lk 17:27, II Pe 2:5.†	【語義】閉じ込める（< 語源）。【新約用例】（acc. pers.＋ἐν φυλακῇ）：ルカ 3:20、使 26:10。
2628	κατακολουθέω	2   † κατ-ακολουθέω, -ῶ,    [in LXX: Je 17:16 (רעה), I Mac 6:23, al.;]    to follow after: Lk 23:55; c. dat. pers., Ac 16:17.†	【語義】①くじによって、または相続として分配する（民 34:18 等を背景に）：使 13:19；②（後代の用法）相続として受け取る。
2629	κατακόπτω	2   κατα-κόπτω ,    [in LXX for נכה hi., כּתת pi., etc.;]    to cut up, cut in pieces (cf. Is 27:9, Je 21:7, II Ch 34:7): ἑαυτὸν λίθοις, Mk 5:5.†	【語義】横たえる、特に食事のために座らせる（< 語源）。【新約用例】（acc. pers.）：ルカ 9:14、15；中間態「食卓に着く」：ルカ 7:36、24:30；（εἰς）：ルカ 14:8。
2630	κατακρημνίζω	1   κατα-κρημνίζω    (< κρημνός),   [in LXX: II Ch 25:12 (שׁלךְ hi.), II Mac 12:15 14:43, IV Mac 4:25*;]    to throw over a precipice, cast down headlong: Lk 4:29.†	【語義】水で覆う、押し流す（< 語源）。【新約用例】受動：ペテ二 3:6。
2631	κατάκριμα	3   *† κατά-κριμα, -τος, τό    (< κατακρίνω),    penalty (RV, condemnation; but cf. Deiss., BS, 264 f.; MM, Exp., xv): Ro 5:16, 18 8:1.†	【語義】洪水、大洪水（< κατακλύζω）。【七十人訳】主に מַבּוּל に対応。【新約用例】マタ 24:38、39、ルカ 17:27、ペテ二 2:5。
2632	κατακρίνω	18   κατα-κρίνω,    [in LXX: Es 2:1 (גּזר ni.), Wi 4:16, Da LXX TH Su 53, 4:34, TH Sus 1:41, 48, 53*;]    to give judgment against, condemn: Ro 8:34; c. acc. pers., Mk 14:64, Jo 8:[10, 11]; disting. fr. κρίνειν, Ro 2:1, I Co 11:32; seq. θανάτῳ (cl. -ου or -ον), Mt 20:18, Mk 10:33; pass., Mt 27:3, Mk 16:[16], Ro 14:23, I Co 11:32, II Pe 2:6. Metaph., of condemning through a good example: Mt 12:41, 42, Lk 11:31, 32, Ro 8:3, He 11:7.†	【語義】後について行く（< 語源）。【新約用例】ルカ 23:55；（dat. pers.）：使 16:17。
2633	κατάκρισις	2   *† κατά-κρισις, -εως, ἡ    (< κατακρίνω),    condemnation: II Co 3:9 7:3 (cf. Deiss., LAE, 91 f.).†	【語義】切り砕く、切り刻む（< 語源）。【新約用例】ἑαυτὸν λίθοις「自分の身を石で切り刻む」：マコ 5:5。
2634	κατακυριεύω	4   κατα-κυριεύω,    [in LXX: Ge 1:28 (כּבשׁ), Ps 109 (110):2 (רדה) Si 17:4, al.;]      to gain or exercise dominion (over);     absol. (Arist.);     c. gen. (Arist., al.): Mt 20:25, Mk 10:42, Ac 19:16, I Pe 5:3.†      SYN.: (κατεξουσιάζω) (v. Swete, Mk., l.c.).	【語義】崖から投げ落とす（< κρημνός）。【新約用例】ルカ 4:29。
2635	καταλαλέω	5   κατα-λαλέω, -ῶ,    [in LXX chiefly for דּבר ni., pi.;]      to speak evil of, rail at: in cl., c. acc.; in LXX,     c. gen.,     seq. κατά, c. gen.; in NT, c. gen. (M, Pr., 65): Ja 4:11, I Pe 2:12; pass., I Pe 3:16.†	【語義】罰、処罰の宣告（< κατακρίνω）。【新約用例】ロマ 5:16、18、8:1。
2636	καταλαλιά	2   **† κατα-λαλιά, -ᾶς, ἡ    (< κατάλαλος),   [in LXX: Wi 1:11*;]    evil-speaking, railing: pl., II Co 12:20, I Pe 2:1.†	【語義】判決を下す、罪に定める（< 語源）。【新約用例】ロマ 8:34；（acc. pers.）：マコ 14:64、ヨハ 8:10、11；κρίνειν と区別される用法：ロマ 2:1、コリ一 11:32；（θανάτῳ）：マタ 20:18、マコ 10:33；受動：マタ 27:3、ロマ 14:23、コリ一 11:32、ペテ二 2:6；比喩的に、良い実例によって他者を罪に定めること：マタ 12:41、42、ルカ 11:31、32、ロマ 8:3、ヘブ 11:7。
2637	κατάλαλος	1   *† κατά-λαλος, -ου, ὁ,     a railer, defamer: Ro 1:30.†   SYN.: (ψιθυριστής), a whisperer (v. Tr., Syn., § cvii, 15; Lft., Notes, 256).	【語義】罪に定めること、断罪（< κατακρίνω）。【新約用例】コリ二 3:9、7:3。
2638	καταλαμβάνω	15   κατα-λαμβάνω,    [in LXX for נשׂג hi., לכד, etc.;]    to lay hold of, seize, appropriate: Mk 9:18; c. acc. rei, I Co 9:24, Phl 3:12, 13.   to overtake: as carrel. of διώκω (Field, Notes, 158 f.), Ro 9:30; ἡ ἡμέρα, I Th 5:4; of evils, Jo 1:5 12:35 (cf. 6:17 T); hence, to surprise, discover: Jo 8:[3, 4],     Of mental action, to apprehend, comprehend; so mid., in NT (M, Pr., 158): Eph 3:18; seq. ὅτι, Ac 4:13 10:34; c. acc. et inf., Ac 25:25 (MM, Exp., xv).†	【語義】支配権を得る、行使する（< 語源）。【七十人訳】創 1:28 等。【新約用例】（gen.）：マタ 20:25、マコ 10:42、使 19:16、ペテ一 5:3。【類義語】κατεξουσιάζω と比較。
2639	καταλέγω	1   κατα-λέγω,    [in LXX: De 19:16 (ענה), II Mac 7:30 R*;]      to lay down; mid. (in Hom.), to lie down.     to narrate (LXX, De 19:16, II Mac 7:30).     to choose out, hence, to enrol (as of soldiers, Hdt., Thuc., a1., v. LS, s.v.): of widows, pass., I Ti 5:9 (cf. Ellic.; CGT, in l.).†	【語義】悪く言う、ののしる（< 語源）。【新約用例】（gen.、新約での用法）：ヤコ 4:11、ペテ一 2:12；受動：ペテ一 3:16。
2640	κατάλειμμα	1   † κατά-λειμμα, -τος, τό    (< καταλείπω),   [in LXX far שָׁאַר (Is 10:22 14:22), שְׁאֵרִית, etc.;]    a remnant: Ro 9:27, Rec. (for ὑπόλειμμα, q.v.).†	【語義】悪口、誹謗（< κατάλαλος）。【新約用例】複数形：コリ二 12:20、ペテ一 2:1。
2641	καταλείπω	24   κατα-λείπω,    [in LXX chiefly far שׁאר, ni., hi., also for עזב, יתר, etc.;]      to leave behind, leave: c. acc. pers. (rei), Mt 4:13, Mk 12:19, 21, Lk 20:31, Ac 24:27 25:14, He 11:27; of sailing by a place, Ac 21:3; ptcp., καταλιπών, redundant (Dalman, Words, 21 f.), Mt 16:4 21:17; pass., Jo 8:[9], I Th 3:1; metaph., εὐθεῖαν ὁδόν, II Pe 2:15.     to forsake, abandon: Mt 19:5, Mk 10:7(LXX) 14:52, Lk 5:28 15:4, Ac 6:2, Eph 5:31(LXX).     to leave remaining, reserve: c. acc. et inf., Lk 10:40; ἐμαυτῷ, Ro 11:4(LXX); pass., He 4:1 (cf. ἐν-κατα-λείπω).†	【語義】誹謗する者、悪口を言う者（< 語源）。【新約用例】ロマ 1:30。【類義語】ψιθυριστής（こっそり悪口を言う者）と比較。
2642	καταλιθάζω	1   *† κατα-λιθάζω    (= cl. -θόω; cf. -θοβολέω, Ex 17:4, Nu 14:10),    to cast stones at, to stone: Lk 20:6.†	【語義】捕える、つかみ取る（< 語源）。【用法】①「捕える、つかむ、得る」：マコ 9:18；（acc. rei）：コリ一 9:24、ピリ 3:12、13；②「追いつく」（διώκω の対概念）：ロマ 9:30；ἡ ἡμέρα「日が追いつく」：テサ一 5:4；悪について：ヨハ 1:5、12:35；そこから「不意に捕える、見つける」：ヨハ 8:3、4；③知的な働きとして「理解する、把握する」（新約では中間態）：エペ 3:18；（ὅτι）：使 4:13、10:34；（acc.＋inf.）：使 25:25。
2643	καταλλαγή	4   κατ-αλλαγή, -ῆς, ἡ    (< καταλλάσσω),   [in LXX: Is 9:5(4), II Mac 5:20*;]      exchange.     reconciliation: Ro 5:11; κ. κόσμου, Ro 11:15; διακονία τῆς κ., II Co 5:18; λόγος τῆς κ., II Co 5:19.†	【語義】（原義）下に置く；（後代の用法）名簿に載せる、登録する（< 語源）。【新約用例】寡婦の登録について：受動：テモ一 5:9。
2644	καταλλάσσω	6   κατ-αλλάσσω    (Att. -ττω; cf. ἀλλάσσω),   [in LXX: Je 31 (48):39 (חתת), II Mac 1:5 7:33 8:29*;]    prop., to change, exchange (esp. of money); hence, of persons, to change from emnity to friendship, to reconcile (for exx. in cl., v. Thayer, LS): of the reconciliation of man to God (Lft., Notes, 288; ICC on Ro 5:10; DCG, ii, 474, 797), II Co 5:18, 19; pass., Ro 5:10, II Co 5:20; of a woman returning to her husband, I Co 7:11 (cf. ἀπο-καταλλάσσω).†	【語義】残りの者、残れる者（< καταλείπω）。【新約用例】ロマ 9:27（異本；ὑπόλειμμα 参照）。
2645	κατάλοιπος	1   κατά-λοιπος, -ον,    [in LXX for שְׁאָר, שְׁאֵרִית, יֶרֶר, etc.;]    left remaining: ἱο κ. τ. ἀνθρώπων, Ac 15:17(LXX).†	【語義】後に残す、残しておく（< 語源）。【用法】①「残す、置いていく」：（acc. pers./rei）：マタ 4:13、マコ 12:19、21、ルカ 20:31、使 24:27、25:14、ヘブ 11:27；場所を航海して通り過ぎる意で：使 21:3；καταλιπών が冗語的に用いられる（ヘブライ語的）：マタ 16:4、21:17；受動：ヨハ 8:9、テサ一 3:1；比喩的に εὐθεῖαν ὁδόν「正しい道を捨てて」：ペテ二 2:15；②「見捨てる、捨て去る」：マタ 19:5、マコ 10:7（引用）、14:52、ルカ 5:28、15:4、使 6:2、エペ 5:31（引用）；③「残しておく、取っておく」：（acc.＋inf.）：ルカ 10:40；ἐμαυτῷ「自分のために残しておく」：ロマ 11:4（引用）；受動：ヘブ 4:1。
2646	κατάλυμα	3   † κατά-λυμα, -τος, τό    (< καταλύω),    [in LXX: Ex 4:24 (מָלוֹן), I Ki 9:22 (לִשְׁכָּה), etc.;]      = cl. καταγώγιον (cf. πανδοχεῖον), an inn, lodgingplace: Lk 2:7 (so Ex 4:24, and MGr.).     a guest-room (I Ki 9:22): Mk 14:14, Lk 22:11.†	【語義】石を投げつける、石打ちにする（= 古典語 καταλιθόω）。【新約用例】ルカ 20:6。
